user_id,fund_category,fund_name,investment_amount,risk_profile,investment_date,fund_performance,user_age,fund_risk_level,investment_duration_years
269,Equity,Vanguard Total Stock Market Index Fund,147402.97,Moderate,9/11/2011,3.15,46,Medium,18
270,Balanced,BlackRock Global Allocation Fund,979776.89,Conservative,5/26/2014,-28.26,74,Low,9
271,Fixed Income,BlackRock Global Allocation Fund,713302.11,Aggressive,12/30/2011,27.02,33,High,10
272,Balanced,BlackRock Global Allocation Fund,145486.21,Aggressive,1/28/2021,27.18,69,Medium,5
273,Fixed Income,Fidelity 500 Index Fund,201059.92,Moderate,11/8/2012,-25.73,55,Low,12
274,Balanced,Fidelity 500 Index Fund,857829.85,Moderate,4/2/2010,-27.67,30,Low,5
275,Fixed Income,Vanguard Total Stock Market Index Fund,393112.65,Moderate,6/18/2015,45.97,76,Medium,22
276,Balanced,Fidelity 500 Index Fund,821156.76,Aggressive,5/5/2014,-25.22,85,Medium,29
277,Balanced,Vanguard Total Stock Market Index Fund,788441.45,Conservative,5/22/2014,-10.97,34,Low,19
278,Equity,Fidelity 500 Index Fund,297903.67,Aggressive,4/13/2012,-4.43,53,Medium,27
279,Equity,Fidelity 500 Index Fund,813242.56,Aggressive,1/16/2016,-23.53,83,Low,27
280,Fixed Income,Fidelity 500 Index Fund,178167.53,Moderate,11/27/2017,-0.8,79,Low,1
281,Equity,Fidelity 500 Index Fund,590053.41,Aggressive,8/21/2019,-34.65,85,Medium,13
282,Equity,BlackRock Global Allocation Fund,795566.1,Moderate,7/27/2014,30.08,72,Low,20
283,Fixed Income,Vanguard Total Stock Market Index Fund,749930.67,Moderate,3/16/2021,-15.66,45,Medium,19
284,Fixed Income,BlackRock Global Allocation Fund,377816.87,Conservative,8/24/2015,-37.81,74,High,22
285,Fixed Income,Fidelity 500 Index Fund,879277.16,Conservative,8/26/2017,14.31,24,Medium,13
286,Equity,Fidelity 500 Index Fund,1527.63,Aggressive,6/30/2016,12.72,56,Low,24
287,Fixed Income,Fidelity 500 Index Fund,211205.05,Conservative,1/10/2013,-24.68,61,High,14
288,Fixed Income,Fidelity 500 Index Fund,248136.22,Conservative,6/7/2017,38.56,74,High,29
289,Fixed Income,Vanguard Total Stock Market Index Fund,309547.66,Conservative,3/1/2010,45.59,60,Medium,3
290,Equity,Vanguard Total Stock Market Index Fund,790726.15,Moderate,6/18/2010,49.88,40,High,20
291,Fixed Income,Vanguard Total Stock Market Index Fund,6429.03,Aggressive,10/10/2015,31.17,56,Medium,5
292,Equity,BlackRock Global Allocation Fund,485332.14,Conservative,3/8/2014,33.69,58,Low,28
293,Fixed Income,BlackRock Global Allocation Fund,965010.59,Aggressive,1/18/2013,12.04,29,High,6
294,Balanced,Vanguard Total Stock Market Index Fund,290883.47,Conservative,6/24/2020,-2.81,77,Medium,2
295,Fixed Income,Fidelity 500 Index Fund,741729.55,Conservative,10/1/2018,12.5,20,Low,17
296,Fixed Income,BlackRock Global Allocation Fund,762593.23,Moderate,12/16/2016,-35.96,46,High,16
297,Fixed Income,Vanguard Total Stock Market Index Fund,361282.94,Moderate,12/5/2019,29.57,42,Medium,25
298,Equity,Fidelity 500 Index Fund,48919.07,Conservative,9/1/2021,-31.24,68,Low,13
299,Fixed Income,Vanguard Total Stock Market Index Fund,782585.76,Moderate,8/2/2012,7.43,74,Medium,14
300,Balanced,Fidelity 500 Index Fund,365669.53,Aggressive,1/7/2015,-24.27,54,High,9
301,Balanced,Vanguard Total Stock Market Index Fund,553523.32,Moderate,1/6/2019,29.09,81,High,27
302,Equity,Fidelity 500 Index Fund,396443.22,Moderate,5/30/2013,47.47,72,Low,14
303,Balanced,Vanguard Total Stock Market Index Fund,416022.8,Conservative,12/25/2011,11.7,44,Low,14
304,Equity,BlackRock Global Allocation Fund,814676.66,Moderate,4/30/2016,24.88,77,High,28
305,Fixed Income,Fidelity 500 Index Fund,460151.77,Aggressive,8/4/2016,47.65,46,High,12
306,Fixed Income,BlackRock Global Allocation Fund,821011.05,Conservative,12/1/2020,42.95,72,Low,13
307,Balanced,Fidelity 500 Index Fund,479810.63,Moderate,5/7/2016,-18.95,48,Medium,29
308,Balanced,Fidelity 500 Index Fund,555166.74,Moderate,9/25/2020,-32.39,58,Low,23
309,Fixed Income,BlackRock Global Allocation Fund,160577.79,Aggressive,12/15/2020,49.38,31,High,4
310,Fixed Income,Fidelity 500 Index Fund,662826.21,Conservative,12/27/2018,30.38,45,Low,3
311,Equity,Vanguard Total Stock Market Index Fund,409851.28,Moderate,10/30/2015,-26.38,21,Medium,26
312,Equity,Fidelity 500 Index Fund,690099.31,Conservative,2/13/2021,-48.19,54,Medium,3
313,Equity,Vanguard Total Stock Market Index Fund,570629.48,Aggressive,12/3/2014,22.08,37,High,24
314,Balanced,Fidelity 500 Index Fund,154294.39,Moderate,10/6/2020,46.28,19,High,8
315,Balanced,BlackRock Global Allocation Fund,707655.97,Moderate,8/9/2020,16.52,47,High,26
316,Equity,Vanguard Total Stock Market Index Fund,493759.78,Aggressive,9/23/2017,25.53,24,Low,30
317,Fixed Income,Fidelity 500 Index Fund,808668.26,Conservative,1/18/2014,36.77,49,Medium,16
318,Equity,BlackRock Global Allocation Fund,461826.19,Conservative,4/17/2016,-7.2,30,Low,5
319,Equity,Fidelity 500 Index Fund,178770.25,Aggressive,4/20/2014,11.23,36,Medium,27
320,Equity,BlackRock Global Allocation Fund,674159.37,Aggressive,6/3/2018,4.68,25,Medium,16
321,Balanced,Vanguard Total Stock Market Index Fund,431181.69,Aggressive,3/15/2016,7.28,84,Low,20
322,Equity,Fidelity 500 Index Fund,257388.31,Aggressive,6/25/2011,26.57,19,High,8
323,Fixed Income,BlackRock Global Allocation Fund,136385.73,Moderate,5/1/2021,27.5,66,High,6
324,Equity,BlackRock Global Allocation Fund,272361.23,Moderate,9/22/2018,12.1,36,High,13
325,Equity,Vanguard Total Stock Market Index Fund,13095.83,Moderate,5/25/2017,42.46,71,High,22
326,Balanced,Vanguard Total Stock Market Index Fund,878013.21,Aggressive,1/23/2017,-24.82,73,High,29
327,Fixed Income,Fidelity 500 Index Fund,890249.97,Moderate,6/30/2010,49.41,69,High,19
328,Balanced,BlackRock Global Allocation Fund,683145.41,Aggressive,3/14/2013,15.99,56,Low,28
329,Fixed Income,Fidelity 500 Index Fund,903550.7,Moderate,12/20/2020,-11.95,73,Low,22
330,Balanced,Vanguard Total Stock Market Index Fund,688034.8,Aggressive,12/26/2017,-0.83,79,Medium,14
331,Balanced,Vanguard Total Stock Market Index Fund,713843.67,Moderate,3/21/2021,16.01,48,Medium,7
332,Equity,Vanguard Total Stock Market Index Fund,970358.01,Aggressive,12/19/2011,-12.43,78,High,2
333,Fixed Income,Vanguard Total Stock Market Index Fund,869779.19,Conservative,7/19/2020,23.35,62,Medium,23
334,Equity,BlackRock Global Allocation Fund,728836.45,Conservative,3/2/2012,13.31,81,Low,21
335,Equity,BlackRock Global Allocation Fund,864265.83,Conservative,8/25/2019,-24.16,23,Low,6
336,Fixed Income,Vanguard Total Stock Market Index Fund,876061.94,Moderate,7/16/2015,28.16,81,Medium,30
337,Fixed Income,BlackRock Global Allocation Fund,559971.59,Conservative,12/3/2010,12.64,81,Low,2
338,Equity,Fidelity 500 Index Fund,747017.83,Conservative,1/24/2016,-21.7,62,Medium,7
339,Balanced,Vanguard Total Stock Market Index Fund,852025.5,Moderate,10/21/2015,19.84,46,Low,3
340,Fixed Income,Fidelity 500 Index Fund,323944.71,Conservative,12/27/2011,35.87,29,Medium,11
341,Balanced,Fidelity 500 Index Fund,946279.04,Moderate,4/1/2010,-15.91,69,Medium,21
342,Fixed Income,Fidelity 500 Index Fund,921535.61,Moderate,12/26/2011,21.65,85,High,20
343,Fixed Income,Vanguard Total Stock Market Index Fund,890660.37,Conservative,2/21/2018,-34.7,75,Low,25
344,Equity,Vanguard Total Stock Market Index Fund,25056.53,Moderate,10/9/2013,39.74,22,Low,9
345,Balanced,Fidelity 500 Index Fund,869612.09,Moderate,3/22/2014,-3.63,53,Medium,1
346,Equity,Vanguard Total Stock Market Index Fund,18883.76,Moderate,1/12/2012,19.03,72,Medium,27
347,Balanced,Vanguard Total Stock Market Index Fund,881291.32,Conservative,6/2/2014,-27.68,32,Medium,8
348,Balanced,BlackRock Global Allocation Fund,656916.07,Conservative,4/28/2011,11.04,56,Medium,12
349,Fixed Income,Vanguard Total Stock Market Index Fund,351542.65,Aggressive,9/30/2020,-26.92,40,Medium,27
350,Fixed Income,Vanguard Total Stock Market Index Fund,277921.38,Aggressive,10/8/2010,15.29,18,High,2
351,Fixed Income,Vanguard Total Stock Market Index Fund,559934.37,Conservative,11/20/2015,-22.54,35,Medium,10
352,Equity,Fidelity 500 Index Fund,863225.68,Conservative,8/13/2015,38.0,31,High,28
353,Equity,Fidelity 500 Index Fund,378082.2,Moderate,9/3/2013,2.19,66,Medium,23
354,Balanced,Vanguard Total Stock Market Index Fund,390988.32,Moderate,12/16/2016,2.91,32,Medium,14
355,Fixed Income,BlackRock Global Allocation Fund,642886.19,Aggressive,1/16/2021,-7.0,85,High,8
356,Equity,Vanguard Total Stock Market Index Fund,466542.81,Conservative,5/11/2013,-5.71,37,Medium,20
357,Fixed Income,Vanguard Total Stock Market Index Fund,677410.63,Aggressive,7/14/2018,-28.66,77,High,1
358,Equity,Fidelity 500 Index Fund,88268.88,Conservative,6/23/2015,22.99,32,Medium,27
359,Balanced,Fidelity 500 Index Fund,350607.73,Moderate,6/26/2019,-26.65,78,Medium,24
360,Balanced,Vanguard Total Stock Market Index Fund,959874.68,Conservative,11/6/2020,24.08,28,High,21
361,Balanced,Fidelity 500 Index Fund,796864.85,Moderate,12/24/2011,28.9,36,Low,11
362,Balanced,Fidelity 500 Index Fund,355671.32,Conservative,12/15/2010,2.33,82,High,4
363,Balanced,BlackRock Global Allocation Fund,902552.6,Conservative,3/22/2021,25.28,28,Low,18
364,Fixed Income,BlackRock Global Allocation Fund,570339.06,Conservative,3/17/2013,43.43,78,Low,13
365,Equity,Fidelity 500 Index Fund,944419.25,Moderate,5/7/2017,-29.13,59,Medium,28
366,Equity,Vanguard Total Stock Market Index Fund,24031.25,Aggressive,7/22/2021,33.31,39,High,11
367,Balanced,BlackRock Global Allocation Fund,97800.06,Conservative,10/21/2021,-16.37,39,High,28
368,Equity,Fidelity 500 Index Fund,270793.97,Moderate,5/4/2018,-21.6,48,Medium,20
369,Equity,Vanguard Total Stock Market Index Fund,919921.32,Moderate,2/28/2018,27.27,23,Low,24
370,Fixed Income,Vanguard Total Stock Market Index Fund,35199.19,Conservative,5/2/2016,-39.56,51,Low,3
371,Equity,BlackRock Global Allocation Fund,667664.2,Aggressive,10/15/2014,-7.39,30,Low,18
372,Balanced,BlackRock Global Allocation Fund,306724.56,Aggressive,5/14/2018,22.23,83,Low,7
373,Fixed Income,Vanguard Total Stock Market Index Fund,126587.53,Aggressive,7/24/2013,12.37,37,Medium,14
374,Equity,BlackRock Global Allocation Fund,749859.53,Moderate,7/26/2010,-46.75,73,Low,11
375,Balanced,Vanguard Total Stock Market Index Fund,967668.78,Conservative,12/10/2014,-8.9,44,High,29
376,Fixed Income,Vanguard Total Stock Market Index Fund,397580.95,Moderate,12/31/2016,39.38,45,Low,22
377,Fixed Income,Fidelity 500 Index Fund,769205.77,Moderate,8/16/2014,-32.33,34,Medium,23
378,Equity,Fidelity 500 Index Fund,485046.53,Aggressive,12/25/2010,9.46,58,Medium,11
379,Equity,BlackRock Global Allocation Fund,643351.15,Aggressive,6/25/2021,-31.05,72,High,22
380,Balanced,Vanguard Total Stock Market Index Fund,733835.72,Conservative,10/3/2016,-14.13,33,Medium,23
381,Fixed Income,Vanguard Total Stock Market Index Fund,230394.33,Conservative,5/1/2021,-27.25,79,Low,6
382,Equity,Fidelity 500 Index Fund,440575.13,Conservative,4/20/2011,39.21,85,Low,16
383,Balanced,Vanguard Total Stock Market Index Fund,128013.35,Conservative,8/28/2021,-9.01,61,Low,24
384,Balanced,Fidelity 500 Index Fund,951500.15,Conservative,9/24/2016,-15.01,44,Medium,10
385,Equity,Vanguard Total Stock Market Index Fund,523967.93,Aggressive,12/10/2019,-15.71,63,High,29
386,Fixed Income,Fidelity 500 Index Fund,824141.81,Conservative,7/11/2021,-40.82,76,Low,25
387,Equity,Vanguard Total Stock Market Index Fund,142077.44,Conservative,4/26/2012,-18.33,41,High,7
388,Balanced,Fidelity 500 Index Fund,354292.68,Aggressive,9/11/2016,-22.85,73,High,13
389,Equity,BlackRock Global Allocation Fund,502924.25,Conservative,12/13/2012,2.75,43,Medium,26
390,Equity,Fidelity 500 Index Fund,518777.87,Conservative,8/16/2017,-47.06,79,Medium,1
391,Fixed Income,Fidelity 500 Index Fund,245614.9,Conservative,7/15/2020,-43.83,77,High,23
392,Balanced,Fidelity 500 Index Fund,374311.83,Moderate,12/8/2016,-46.64,51,Low,23
393,Balanced,Fidelity 500 Index Fund,684117.72,Aggressive,8/1/2014,14.59,27,Low,10
394,Fixed Income,Fidelity 500 Index Fund,890781.75,Moderate,8/22/2012,-11.09,77,Low,17
395,Fixed Income,BlackRock Global Allocation Fund,712126.22,Aggressive,2/8/2020,5.54,69,High,15
396,Balanced,Fidelity 500 Index Fund,316147.87,Conservative,11/22/2021,45.04,75,Medium,9
397,Balanced,BlackRock Global Allocation Fund,502372.19,Aggressive,4/5/2013,3.52,32,Medium,14
398,Equity,BlackRock Global Allocation Fund,502953.18,Conservative,6/24/2015,30.57,36,Low,20
399,Equity,Fidelity 500 Index Fund,61456.12,Conservative,9/13/2016,12.99,63,High,6
400,Equity,Vanguard Total Stock Market Index Fund,132679.35,Aggressive,9/5/2020,33.8,76,High,7
401,Equity,Vanguard Total Stock Market Index Fund,433212.23,Conservative,11/1/2010,29.53,74,Medium,10
402,Equity,Fidelity 500 Index Fund,132472.32,Conservative,11/22/2010,-28.16,26,Medium,4
403,Equity,Vanguard Total Stock Market Index Fund,555795.81,Moderate,6/9/2012,-43.13,40,Low,17
404,Fixed Income,Fidelity 500 Index Fund,488192.59,Moderate,7/25/2013,-17.55,80,Low,12
405,Fixed Income,BlackRock Global Allocation Fund,883257.73,Moderate,9/15/2019,47.44,49,High,24
406,Fixed Income,Fidelity 500 Index Fund,82917.57,Aggressive,11/4/2013,-20.99,79,Low,28
407,Fixed Income,Fidelity 500 Index Fund,609773.97,Aggressive,10/11/2019,2.37,64,Low,22
408,Balanced,BlackRock Global Allocation Fund,561795.65,Moderate,12/1/2014,9.42,63,Medium,28
409,Fixed Income,Fidelity 500 Index Fund,668380.71,Conservative,12/27/2014,14.1,67,Medium,22
410,Fixed Income,Vanguard Total Stock Market Index Fund,693136.4,Aggressive,10/13/2019,-38.46,85,Low,14
411,Equity,Vanguard Total Stock Market Index Fund,86332.4,Moderate,6/4/2018,-38.76,34,Medium,6
412,Equity,BlackRock Global Allocation Fund,427682.92,Conservative,6/29/2016,-9.49,35,Medium,7
413,Fixed Income,Fidelity 500 Index Fund,792046.72,Moderate,5/21/2021,-48.64,22,Low,16
414,Fixed Income,Vanguard Total Stock Market Index Fund,562517.54,Aggressive,2/28/2011,-24.25,45,High,7
415,Equity,Fidelity 500 Index Fund,568769.18,Conservative,5/6/2020,45.58,55,High,2
416,Equity,BlackRock Global Allocation Fund,350491.95,Moderate,11/12/2020,-10.61,52,Medium,2
417,Balanced,Fidelity 500 Index Fund,383308.85,Moderate,2/19/2021,23.41,19,High,27
418,Fixed Income,Vanguard Total Stock Market Index Fund,894116.61,Moderate,6/10/2014,-24.91,18,Medium,10
419,Equity,Vanguard Total Stock Market Index Fund,946991.96,Aggressive,11/15/2016,46.49,67,High,22
420,Fixed Income,BlackRock Global Allocation Fund,534856.27,Aggressive,10/17/2019,-24.65,27,Low,8
421,Balanced,Fidelity 500 Index Fund,32535.81,Aggressive,2/21/2010,25.93,32,High,17
422,Fixed Income,Fidelity 500 Index Fund,435523.35,Aggressive,8/18/2012,-34.56,43,High,23
423,Balanced,Fidelity 500 Index Fund,329849.22,Conservative,6/6/2020,15.23,43,High,22
424,Fixed Income,Fidelity 500 Index Fund,451521.46,Aggressive,3/1/2014,29.18,84,High,11
425,Fixed Income,BlackRock Global Allocation Fund,359037.13,Moderate,9/10/2010,4.49,64,High,13
426,Fixed Income,BlackRock Global Allocation Fund,487008.99,Aggressive,11/28/2012,11.08,35,Medium,8
427,Equity,BlackRock Global Allocation Fund,167545.56,Aggressive,2/21/2016,7.69,21,High,28
428,Fixed Income,Vanguard Total Stock Market Index Fund,498417.93,Moderate,8/6/2016,11.73,29,High,17
429,Fixed Income,Vanguard Total Stock Market Index Fund,311755.32,Aggressive,1/12/2010,-34.25,18,Low,24
430,Fixed Income,BlackRock Global Allocation Fund,128275.43,Conservative,9/17/2011,39.59,20,High,23
431,Balanced,Fidelity 500 Index Fund,861298.66,Moderate,5/3/2019,-38.08,37,High,23
432,Fixed Income,Vanguard Total Stock Market Index Fund,956810.89,Aggressive,12/28/2010,15.93,45,Low,2
433,Balanced,Fidelity 500 Index Fund,834133.3,Aggressive,12/26/2018,-22.65,24,High,12
434,Equity,Vanguard Total Stock Market Index Fund,879948.96,Conservative,2/28/2020,-46.31,18,High,23
435,Fixed Income,Vanguard Total Stock Market Index Fund,500970.38,Moderate,8/21/2021,17.25,58,High,15
436,Balanced,Fidelity 500 Index Fund,502789.37,Conservative,1/27/2014,-46.75,69,Low,1
437,Fixed Income,Fidelity 500 Index Fund,152102.92,Aggressive,10/22/2017,-12.64,40,Low,17
438,Balanced,Fidelity 500 Index Fund,552399.09,Moderate,3/20/2020,24.93,39,Low,10
439,Fixed Income,Fidelity 500 Index Fund,375777.17,Moderate,7/2/2015,1.37,85,Low,15
440,Fixed Income,Fidelity 500 Index Fund,707179.65,Aggressive,4/26/2013,-39.23,43,Low,27
441,Equity,BlackRock Global Allocation Fund,276153.57,Conservative,12/13/2019,-37.55,46,Medium,15
442,Equity,Vanguard Total Stock Market Index Fund,808139.97,Moderate,1/26/2017,39.86,52,Medium,27
443,Balanced,BlackRock Global Allocation Fund,809043.84,Conservative,11/10/2010,22.08,63,Medium,4
444,Balanced,Vanguard Total Stock Market Index Fund,145981.12,Moderate,11/25/2010,14.99,69,Low,1
445,Fixed Income,Vanguard Total Stock Market Index Fund,161543.07,Moderate,3/23/2012,-16.92,47,Medium,19
446,Balanced,Vanguard Total Stock Market Index Fund,997692.06,Aggressive,5/21/2018,-43.66,59,Low,12
447,Equity,Vanguard Total Stock Market Index Fund,172655.99,Conservative,7/31/2015,-41.6,57,Medium,15
448,Fixed Income,Vanguard Total Stock Market Index Fund,311660.92,Aggressive,5/30/2021,-6.32,61,High,12
449,Fixed Income,Vanguard Total Stock Market Index Fund,751502.48,Conservative,4/9/2018,-36.0,84,High,10
450,Fixed Income,BlackRock Global Allocation Fund,848799.79,Aggressive,7/19/2019,30.75,40,Medium,6
451,Equity,Vanguard Total Stock Market Index Fund,374293.19,Conservative,11/27/2020,30.1,64,Medium,7
452,Equity,Vanguard Total Stock Market Index Fund,779361.33,Aggressive,8/27/2010,42.08,53,Medium,20
453,Equity,Fidelity 500 Index Fund,274720.45,Conservative,4/8/2020,18.95,77,Low,19
454,Equity,Vanguard Total Stock Market Index Fund,957368.13,Aggressive,4/16/2021,-38.71,56,High,6
455,Equity,Vanguard Total Stock Market Index Fund,731975.65,Moderate,8/7/2015,-28.8,47,Low,20
456,Equity,Vanguard Total Stock Market Index Fund,21398.87,Aggressive,8/16/2011,22.27,18,Medium,29
457,Fixed Income,Vanguard Total Stock Market Index Fund,740291.78,Aggressive,2/4/2020,-3.52,25,Low,24
458,Balanced,Vanguard Total Stock Market Index Fund,675935.29,Conservative,7/3/2013,-47.5,37,Medium,7
459,Equity,Fidelity 500 Index Fund,171105.28,Aggressive,9/14/2012,35.55,57,Medium,15
460,Equity,Vanguard Total Stock Market Index Fund,962415.06,Moderate,12/3/2015,-49.1,64,Low,30
461,Fixed Income,Fidelity 500 Index Fund,303826.31,Conservative,1/19/2016,23.38,49,Medium,24
462,Equity,Vanguard Total Stock Market Index Fund,348384.81,Moderate,10/6/2019,36.35,33,Medium,3
463,Equity,BlackRock Global Allocation Fund,726949.45,Aggressive,4/6/2020,48.71,64,Medium,8
464,Fixed Income,BlackRock Global Allocation Fund,371716.68,Conservative,2/26/2010,46.61,77,Medium,1
465,Fixed Income,BlackRock Global Allocation Fund,883899.56,Moderate,3/11/2018,-46.4,78,Low,5
466,Equity,BlackRock Global Allocation Fund,483373.39,Moderate,8/22/2011,15.78,72,Medium,29
467,Equity,Fidelity 500 Index Fund,366689.69,Conservative,6/11/2015,-36.2,45,Medium,9
468,Balanced,Fidelity 500 Index Fund,322145.57,Moderate,11/6/2011,38.68,34,Medium,9
469,Balanced,Vanguard Total Stock Market Index Fund,334634.98,Moderate,6/28/2020,-38.35,35,High,12
470,Balanced,BlackRock Global Allocation Fund,302299.17,Conservative,9/4/2013,6.55,69,High,13
471,Equity,BlackRock Global Allocation Fund,859813.02,Aggressive,9/11/2010,34.13,32,Low,10
472,Fixed Income,Vanguard Total Stock Market Index Fund,194893.48,Aggressive,11/15/2015,6.33,82,Low,29
473,Equity,BlackRock Global Allocation Fund,810965.29,Moderate,12/13/2013,7.46,41,Low,12
474,Fixed Income,Vanguard Total Stock Market Index Fund,91010.53,Aggressive,5/11/2020,-14.97,70,Low,5
475,Balanced,BlackRock Global Allocation Fund,900697.87,Aggressive,1/17/2019,-32.79,62,Low,24
476,Equity,BlackRock Global Allocation Fund,690107.13,Moderate,6/7/2013,30.5,42,Medium,8
477,Fixed Income,Vanguard Total Stock Market Index Fund,131044.6,Conservative,3/25/2013,-5.68,76,Low,24
478,Fixed Income,Vanguard Total Stock Market Index Fund,226820.41,Aggressive,12/10/2015,-11.3,39,High,27
479,Balanced,BlackRock Global Allocation Fund,585170.37,Conservative,4/29/2021,-21.16,36,Low,10
480,Equity,Vanguard Total Stock Market Index Fund,317442.66,Conservative,2/1/2010,36.13,76,Low,28
481,Balanced,BlackRock Global Allocation Fund,119058.83,Moderate,7/30/2018,40.33,61,Medium,4
482,Fixed Income,BlackRock Global Allocation Fund,990763.23,Aggressive,4/2/2021,-10.98,38,High,26
483,Fixed Income,Fidelity 500 Index Fund,903701.31,Conservative,10/23/2019,48.31,63,High,29
484,Balanced,BlackRock Global Allocation Fund,748232.97,Conservative,4/3/2010,45.35,82,Medium,29
485,Fixed Income,BlackRock Global Allocation Fund,541371.71,Conservative,9/26/2012,-24.5,30,Low,25
486,Equity,Fidelity 500 Index Fund,316182.18,Aggressive,12/31/2020,23.3,36,Medium,5
487,Balanced,Fidelity 500 Index Fund,328916.47,Moderate,7/22/2021,-13.63,53,Low,6
488,Fixed Income,Vanguard Total Stock Market Index Fund,328301.33,Moderate,10/19/2013,-34.13,77,Medium,24
489,Fixed Income,BlackRock Global Allocation Fund,408036.79,Aggressive,3/8/2018,23.93,45,High,6
490,Balanced,Vanguard Total Stock Market Index Fund,369693.02,Moderate,7/9/2011,-1.88,47,High,26
491,Equity,BlackRock Global Allocation Fund,176818.93,Moderate,9/22/2013,38.82,39,High,5
492,Balanced,Fidelity 500 Index Fund,223858.6,Conservative,5/25/2011,-23.47,75,Low,20
493,Fixed Income,Vanguard Total Stock Market Index Fund,850712.62,Aggressive,4/25/2019,-29.03,19,Medium,21
494,Balanced,BlackRock Global Allocation Fund,491813.57,Aggressive,10/21/2016,42.47,28,Low,6
495,Balanced,BlackRock Global Allocation Fund,480183.7,Moderate,11/24/2015,48.69,32,Low,2
496,Fixed Income,Fidelity 500 Index Fund,600478.52,Aggressive,10/28/2017,16.17,63,Medium,30
497,Equity,BlackRock Global Allocation Fund,452536.37,Aggressive,11/3/2021,-18.12,69,Low,4
498,Balanced,Vanguard Total Stock Market Index Fund,833589.62,Conservative,6/6/2010,-21.82,85,High,16
499,Equity,Vanguard Total Stock Market Index Fund,187135.88,Aggressive,6/28/2015,24.91,21,High,16
500,Balanced,BlackRock Global Allocation Fund,498855.43,Conservative,8/7/2013,14.34,33,High,11
501,Equity,Vanguard Total Stock Market Index Fund,701760.73,Moderate,4/3/2012,21.68,39,Medium,23
502,Equity,BlackRock Global Allocation Fund,285596.35,Conservative,9/16/2020,-5.15,18,Medium,23
503,Equity,Vanguard Total Stock Market Index Fund,563827.93,Aggressive,4/3/2011,46.92,53,Medium,5
504,Fixed Income,Vanguard Total Stock Market Index Fund,686377.03,Aggressive,6/14/2018,33.3,67,Low,22
505,Fixed Income,BlackRock Global Allocation Fund,893242.05,Moderate,8/28/2020,-45.22,69,Medium,12
506,Fixed Income,Fidelity 500 Index Fund,556038.53,Conservative,3/29/2011,-14.87,60,Low,17
507,Balanced,Vanguard Total Stock Market Index Fund,150296.92,Aggressive,7/14/2011,-27.62,49,Medium,25
508,Balanced,Fidelity 500 Index Fund,79452.63,Aggressive,2/12/2014,9.57,54,Low,27
509,Balanced,Vanguard Total Stock Market Index Fund,441140.19,Aggressive,9/19/2013,22.61,76,Low,19
510,Equity,Vanguard Total Stock Market Index Fund,102625.26,Moderate,10/27/2018,-21.07,74,Low,22
511,Fixed Income,Fidelity 500 Index Fund,890995.41,Aggressive,10/12/2014,18.17,43,Low,10
512,Equity,BlackRock Global Allocation Fund,299990.48,Conservative,12/3/2011,34.04,34,Medium,23
513,Equity,Fidelity 500 Index Fund,317970.38,Aggressive,7/13/2014,7.89,44,Low,15
514,Fixed Income,Vanguard Total Stock Market Index Fund,365754.13,Aggressive,1/5/2016,23.46,56,Low,16
515,Fixed Income,Fidelity 500 Index Fund,437304.85,Aggressive,9/5/2016,-30.68,30,Low,7
516,Fixed Income,BlackRock Global Allocation Fund,905976.23,Aggressive,3/2/2012,28.18,19,Medium,28
517,Fixed Income,BlackRock Global Allocation Fund,150118.12,Conservative,11/12/2017,22.33,42,High,20
518,Fixed Income,Vanguard Total Stock Market Index Fund,914922.33,Aggressive,9/13/2015,-5.11,45,Medium,28
519,Balanced,BlackRock Global Allocation Fund,16694.42,Conservative,8/8/2014,-34.5,73,High,28
520,Fixed Income,Fidelity 500 Index Fund,505167.44,Conservative,7/27/2014,12.34,84,Medium,19
521,Equity,Fidelity 500 Index Fund,383184.62,Conservative,1/19/2012,40.41,22,Medium,4
522,Balanced,BlackRock Global Allocation Fund,552276.72,Conservative,10/22/2013,14.45,68,High,17
523,Equity,BlackRock Global Allocation Fund,226034.97,Moderate,3/19/2018,-4.92,71,Medium,30
524,Fixed Income,Fidelity 500 Index Fund,324483.42,Aggressive,9/23/2013,-0.81,84,Low,21
525,Fixed Income,BlackRock Global Allocation Fund,302703.22,Moderate,1/10/2011,8.55,77,High,11
526,Balanced,BlackRock Global Allocation Fund,133011.02,Conservative,2/5/2016,45.31,62,Low,23
527,Equity,BlackRock Global Allocation Fund,778665.67,Aggressive,5/2/2021,-2.9,57,Low,2
528,Equity,BlackRock Global Allocation Fund,457002.14,Aggressive,1/19/2021,11.53,21,High,18
529,Equity,Vanguard Total Stock Market Index Fund,129027.51,Moderate,11/23/2021,-19.43,19,Low,27
530,Equity,BlackRock Global Allocation Fund,776964.5,Conservative,4/25/2013,-13.33,20,High,14
531,Fixed Income,Fidelity 500 Index Fund,255210.45,Conservative,4/13/2014,16.8,79,High,11
532,Fixed Income,Fidelity 500 Index Fund,530711.9,Aggressive,12/2/2014,10.29,49,High,7
533,Equity,BlackRock Global Allocation Fund,795474.48,Conservative,5/31/2021,49.61,49,Medium,28
534,Equity,Vanguard Total Stock Market Index Fund,373493.33,Moderate,7/10/2012,30.3,39,High,4
535,Balanced,BlackRock Global Allocation Fund,218889.73,Aggressive,9/22/2018,0.18,70,Low,4
536,Equity,BlackRock Global Allocation Fund,919188.9,Moderate,4/15/2017,-33.21,50,Medium,19
